Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q6ZWU9|RS27_MOUSE	Q6ZWU9	RS27_MOUSE	Rps27	84	Mus musculus	Small ribosomal subunit protein eS27	1:Experimental evidence at protein level	13.10	0.9797	0.9988	1	1	1	1	1	1	     0	     0	     0			
sp|Q8BJH1|ZC21A_MOUSE	Q8BJH1	ZC21A_MOUSE	Zc2hc1a	324	Mus musculus	Zinc finger C2HC domain-containing protein 1A	1:Experimental evidence at protein level	2.78	0.9793	0.9987	1	1	1	2	2	2	     0	     0	     0			
sp|Q61210|ARHG1_MOUSE	Q61210	ARHG1_MOUSE	Arhgef1	920	Mus musculus	Rho guanine nucleotide exchange factor 1	1:Experimental evidence at protein level	1.41	0.9785	0.9987	1	1	1	1	1	1	     0	     0	     0			
sp|O70310|NMT1_MOUSE	O70310	NMT1_MOUSE	Nmt1	496	Mus musculus	Glycylpeptide N-tetradecanoyltransferase 1	1:Experimental evidence at protein level	1.61	0.9783	0.9987	1	1	1	2	2	2	     0	     0	     0	1M(15.9949)		
sp|Q9CRB9|MIC19_MOUSE	Q9CRB9	MIC19_MOUSE	Chchd3	227	Mus musculus	MICOS complex subunit Mic19	1:Experimental evidence at protein level	3.96	0.9781	0.9987	1	1	1	1	1	1	     0	     0	     0			
sp|Q9R1Q7|PLP2_MOUSE	Q9R1Q7	PLP2_MOUSE	Plp2	152	Mus musculus	Proteolipid protein 2	1:Experimental evidence at protein level	7.89	0.9781	0.9987	1	1	1	3	3	3	     0	     0	     0			
sp|P59326|YTHD1_MOUSE	P59326	YTHD1_MOUSE	Ythdf1	559	Mus musculus	YTH domain-containing family protein 1	1:Experimental evidence at protein level	2.33	0.9776	0.9986	1	0	1	1	0	1	     0	     0	     0			sp|Q8BYK6|YTHD3_MOUSE
sp|O54984|GET3_MOUSE	O54984	GET3_MOUSE	Get3	348	Mus musculus	ATPase GET3	1:Experimental evidence at protein level	2.59	0.9774	0.9986	1	1	1	3	3	3	     0	     0	     0			
sp|Q6PHZ2|KCC2D_MOUSE	Q6PHZ2	KCC2D_MOUSE	Camk2d	499	Mus musculus	Calcium/calmodulin-dependent protein kinase type II subunit delta	1:Experimental evidence at protein level	1.60	0.9773	0.9986	1	1	1	3	3	3	     0	     0	     0			
sp|P10853|H2B1F_MOUSE	P10853	H2B1F_MOUSE	H2bc7	126	Mus musculus	Histone H2B type 1-F/J/L	1:Experimental evidence at protein level	78.57	0.9772	0.9990	15	0	15	178	0	178	     0	     0	     0	2M(15.9949), 5M(15.9949)		
sp|Q52KI8|SRRM1_MOUSE	Q52KI8	SRRM1_MOUSE	Srrm1	946	Mus musculus	Serine/arginine repetitive matrix protein 1	1:Experimental evidence at protein level	1.06	0.9770	0.9986	1	1	1	1	1	1	     0	     0	     0	1M(15.9949)		
sp|Q61508|ECM1_MOUSE	Q61508	ECM1_MOUSE	Ecm1	559	Mus musculus	Extracellular matrix protein 1	1:Experimental evidence at protein level	2.15	0.9770	0.9986	1	1	1	1	1	1	     0	     0	     0			
sp|Q62059|CSPG2_MOUSE	Q62059	CSPG2_MOUSE	Vcan	3357	Mus musculus	Versican core protein	1:Experimental evidence at protein level	0.57	0.9762	0.9986	1	1	1	2	2	2	     0	     0	     0	17M(15.9949)		
sp|P62814|VATB2_MOUSE	P62814	VATB2_MOUSE	Atp6v1b2	511	Mus musculus	V-type proton ATPase subunit B, brain isoform	1:Experimental evidence at protein level	1.96	0.9759	0.9985	1	0	1	1	0	1	     0	     0	     0			sp|Q91YH6|VATB1_MOUSE
sp|Q9JLI8|SART3_MOUSE	Q9JLI8	SART3_MOUSE	Sart3	962	Mus musculus	Squamous cell carcinoma antigen recognized by T-cells 3	1:Experimental evidence at protein level	0.83	0.9759	0.9985	1	1	1	5	5	5	     0	     0	     0			
sp|Q9Z0N1|IF2G_MOUSE	Q9Z0N1	IF2G_MOUSE	Eif2s3x	472	Mus musculus	Eukaryotic translation initiation factor 2 subunit 3, X-linked	1:Experimental evidence at protein level	2.12	0.9758	0.9985	1	0	1	3	0	3	     0	     0	     0			sp|Q9Z0N2|IF2H_MOUSE
sp|Q8R001|MARE2_MOUSE	Q8R001	MARE2_MOUSE	Mapre2	326	Mus musculus	Microtubule-associated protein RP/EB family member 2	1:Experimental evidence at protein level	5.52	0.9755	0.9985	1	1	1	2	2	2	     0	     0	     0			
sp|Q8CI08|SLAI2_MOUSE	Q8CI08	SLAI2_MOUSE	Slain2	581	Mus musculus	SLAIN motif-containing protein 2	1:Experimental evidence at protein level	1.89	0.9754	0.9985	1	1	1	2	2	2	     0	     0	     0			
sp|Q9D172|GAL3A_MOUSE	Q9D172	GAL3A_MOUSE	Gatd3	266	Mus musculus	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	1:Experimental evidence at protein level	3.01	0.9750	0.9985	1	1	1	3	3	3	     0	     0	     0			
sp|Q6P542|ABCF1_MOUSE	Q6P542	ABCF1_MOUSE	Abcf1	837	Mus musculus	ATP-binding cassette sub-family F member 1	1:Experimental evidence at protein level	1.19	0.9744	0.9984	1	1	1	2	2	2	     0	     0	     0			
sp|Q99L45|IF2B_MOUSE	Q99L45	IF2B_MOUSE	Eif2s2	331	Mus musculus	Eukaryotic translation initiation factor 2 subunit 2	1:Experimental evidence at protein level	2.72	0.9738	0.9984	1	1	1	2	2	2	     0	     0	     0			
sp|P53986|MOT1_MOUSE	P53986	MOT1_MOUSE	Slc16a1	493	Mus musculus	Monocarboxylate transporter 1	1:Experimental evidence at protein level	4.06	0.9731	0.9984	1	1	1	1	1	1	     0	     0	     0			
sp|Q8CGC7|SYEP_MOUSE	Q8CGC7	SYEP_MOUSE	Eprs1	1512	Mus musculus	Bifunctional glutamate/proline--tRNA ligase	1:Experimental evidence at protein level	0.60	0.9729	0.9984	1	1	1	3	3	3	     0	     0	     0			
sp|Q9ERK4|XPO2_MOUSE	Q9ERK4	XPO2_MOUSE	Cse1l	971	Mus musculus	Exportin-2	1:Experimental evidence at protein level	1.54	0.9726	0.9983	1	1	1	6	6	6	     0	     0	     0			
sp|Q7TQI3|OTUB1_MOUSE	Q7TQI3	OTUB1_MOUSE	Otub1	271	Mus musculus	Ubiquitin thioesterase OTUB1	1:Experimental evidence at protein level	7.01	0.9724	0.9983	1	1	1	2	2	2	     0	     0	     0			
sp|Q9D554|SF3A3_MOUSE	Q9D554	SF3A3_MOUSE	Sf3a3	501	Mus musculus	Splicing factor 3A subunit 3	1:Experimental evidence at protein level	1.80	0.9721	0.9983	1	1	1	2	2	2	     0	     0	     0	2M(15.9949)		
sp|Q05512|MARK2_MOUSE	Q05512	MARK2_MOUSE	Mark2	776	Mus musculus	Serine/threonine-protein kinase MARK2	1:Experimental evidence at protein level	1.42	0.9716	0.9983	1	1	1	2	2	2	     0	     0	     0			
sp|Q4VAA2|CDV3_MOUSE	Q4VAA2	CDV3_MOUSE	Cdv3	281	Mus musculus	Protein CDV3	1:Experimental evidence at protein level	2.85	0.9714	0.9983	1	1	1	3	3	3	     0	     0	     0			
sp|P00405|COX2_MOUSE	P00405	COX2_MOUSE	Mtco2	227	Mus musculus	Cytochrome c oxidase subunit 2	1:Experimental evidence at protein level	4.41	0.9712	0.9982	1	1	1	3	3	3	     0	     0	     0	5M(15.9949)		
sp|P51410|RL9_MOUSE	P51410	RL9_MOUSE	Rpl9	192	Mus musculus	Large ribosomal subunit protein uL6	1:Experimental evidence at protein level	7.81	0.9711	0.9982	1	1	1	1	1	1	     0	     0	     0			
sp|P70296|PEBP1_MOUSE	P70296	PEBP1_MOUSE	Pebp1	187	Mus musculus	Phosphatidylethanolamine-binding protein 1	1:Experimental evidence at protein level	4.28	0.9707	0.9982	1	1	1	3	3	3	     0	     0	     0			
sp|O70194|EIF3D_MOUSE	O70194	EIF3D_MOUSE	Eif3d	548	Mus musculus	Eukaryotic translation initiation factor 3 subunit D	1:Experimental evidence at protein level	2.19	0.9706	0.9982	1	1	1	1	1	1	     0	     0	     0	2M(15.9949)		
sp|Q8BH97|RCN3_MOUSE	Q8BH97	RCN3_MOUSE	Rcn3	328	Mus musculus	Reticulocalbin-3	1:Experimental evidence at protein level	2.74	0.9703	0.9982	1	1	1	2	2	2	     0	     0	     0			
sp|P01887|B2MG_MOUSE	P01887	B2MG_MOUSE	B2m	119	Mus musculus	Beta-2-microglobulin	1:Experimental evidence at protein level	7.56	0.9700	0.9982	1	1	1	3	3	3	     0	     0	     0			
sp|Q3UHX2|HAP28_MOUSE	Q3UHX2	HAP28_MOUSE	Pdap1	181	Mus musculus	28 kDa heat- and acid-stable phosphoprotein	1:Experimental evidence at protein level	4.42	0.9697	0.9981	1	1	1	3	3	3	     0	     0	     0	1M(15.9949)		
sp|P42932|TCPQ_MOUSE	P42932	TCPQ_MOUSE	Cct8	548	Mus musculus	T-complex protein 1 subunit theta	1:Experimental evidence at protein level	1.64	0.9683	0.9981	1	1	1	2	2	2	     0	     0	     0			
sp|Q8BRH0|TMTC3_MOUSE	Q8BRH0	TMTC3_MOUSE	Tmtc3	920	Mus musculus	Protein O-mannosyl-transferase TMTC3	1:Experimental evidence at protein level	1.41	0.9682	0.9981	1	1	1	3	3	3	     0	     0	     0			
sp|Q9CR09|UFC1_MOUSE	Q9CR09	UFC1_MOUSE	Ufc1	167	Mus musculus	Ubiquitin-fold modifier-conjugating enzyme 1	1:Experimental evidence at protein level	5.39	0.9672	0.9980	1	1	1	3	3	3	     0	     0	     0			
sp|Q99L43|CDS2_MOUSE	Q99L43	CDS2_MOUSE	Cds2	444	Mus musculus	Phosphatidate cytidylyltransferase 2	1:Experimental evidence at protein level	4.28	0.9671	0.9980	1	1	1	1	1	1	     0	     0	     0			
sp|P97807|FUMH_MOUSE	P97807	FUMH_MOUSE	Fh	507	Mus musculus	Fumarate hydratase, mitochondrial	1:Experimental evidence at protein level	2.37	0.9670	0.9980	1	1	1	2	2	2	     0	     0	     0	4M(15.9949)		
sp|Q80XU3|NUCKS_MOUSE	Q80XU3	NUCKS_MOUSE	Nucks1	234	Mus musculus	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	1:Experimental evidence at protein level	3.85	0.9670	0.9980	1	1	1	2	2	2	     0	     0	     0			
sp|P54869|HMCS2_MOUSE	P54869	HMCS2_MOUSE	Hmgcs2	508	Mus musculus	Hydroxymethylglutaryl-CoA synthase, mitochondrial	1:Experimental evidence at protein level	1.97	0.9669	0.9980	1	1	1	2	2	2	     0	     0	     0			
sp|Q9CQM5|TXD17_MOUSE	Q9CQM5	TXD17_MOUSE	Txndc17	123	Mus musculus	Thioredoxin domain-containing protein 17	1:Experimental evidence at protein level	7.32	0.9664	0.9979	1	1	1	6	6	6	     0	     0	     0			
sp|Q9D8S4|ORN_MOUSE	Q9D8S4	ORN_MOUSE	Rexo2	237	Mus musculus	Oligoribonuclease, mitochondrial	1:Experimental evidence at protein level	5.06	0.9664	0.9979	1	1	1	1	1	1	     0	     0	     0			
sp|Q80VJ2|SRA1_MOUSE	Q80VJ2	SRA1_MOUSE	Sra1	220	Mus musculus	Steroid receptor RNA activator 1	1:Experimental evidence at protein level	4.55	0.9658	0.9979	1	1	1	2	2	2	     0	     0	     0			
sp|Q8BMF4|ODP2_MOUSE	Q8BMF4	ODP2_MOUSE	Dlat	642	Mus musculus	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	1:Experimental evidence at protein level	1.25	0.9650	0.9979	1	1	1	3	3	3	     0	     0	     0			
sp|Q9Z1Q5|CLIC1_MOUSE	Q9Z1Q5	CLIC1_MOUSE	Clic1	241	Mus musculus	Chloride intracellular channel protein 1	1:Experimental evidence at protein level	3.32	0.9643	0.9978	1	1	1	1	1	1	     0	     0	     0			
sp|Q7TT50|MRCKB_MOUSE	Q7TT50	MRCKB_MOUSE	Cdc42bpb	1713	Mus musculus	Serine/threonine-protein kinase MRCK beta	1:Experimental evidence at protein level	0.53	0.9642	0.9978	1	1	1	3	3	3	     0	     0	     0			
sp|P04117|FABP4_MOUSE	P04117	FABP4_MOUSE	Fabp4	132	Mus musculus	Fatty acid-binding protein, adipocyte	1:Experimental evidence at protein level	6.82	0.9638	0.9978	1	1	1	4	4	4	     0	     0	     0			
sp|P62892|RL39_MOUSE	P62892	RL39_MOUSE	Rpl39	51	Mus musculus	Large ribosomal subunit protein eL39	1:Experimental evidence at protein level	19.61	0.9638	0.9978	1	1	1	1	1	1	     0	     0	     0			
sp|P51150|RAB7A_MOUSE	P51150	RAB7A_MOUSE	Rab7a	207	Mus musculus	Ras-related protein Rab-7a	1:Experimental evidence at protein level	4.83	0.9620	0.9977	1	1	1	3	3	3	     0	     0	     0			
sp|Q9JKC6|CEND_MOUSE	Q9JKC6	CEND_MOUSE	Cend1	149	Mus musculus	Cell cycle exit and neuronal differentiation protein 1	1:Experimental evidence at protein level	6.04	0.9613	0.9976	1	1	1	1	1	1	     0	     0	     0			
sp|Q9EQK5|MVP_MOUSE	Q9EQK5	MVP_MOUSE	Mvp	861	Mus musculus	Major vault protein	1:Experimental evidence at protein level	0.93	0.9606	0.9976	1	1	1	2	2	2	     0	     0	     0			
sp|P29391|FRIL1_MOUSE	P29391	FRIL1_MOUSE	Ftl1	183	Mus musculus	Ferritin light chain 1	1:Experimental evidence at protein level	4.37	0.9605	0.9976	1	1	1	3	3	3	     0	     0	     0			
sp|O54941|SMCE1_MOUSE	O54941	SMCE1_MOUSE	Smarce1	411	Mus musculus	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	1:Experimental evidence at protein level	2.43	0.9600	0.9975	1	1	1	1	1	1	     0	     0	     0			
sp|Q99JR5|TINAL_MOUSE	Q99JR5	TINAL_MOUSE	Tinagl1	466	Mus musculus	Tubulointerstitial nephritis antigen-like	1:Experimental evidence at protein level	2.15	0.9586	0.9974	1	1	1	1	1	1	     0	     0	     0			
sp|Q9CZ44|NSF1C_MOUSE	Q9CZ44	NSF1C_MOUSE	Nsfl1c	370	Mus musculus	NSFL1 cofactor p47	1:Experimental evidence at protein level	2.70	0.9585	0.9974	1	1	1	1	1	1	     0	     0	     0			
sp|P46471|PRS7_MOUSE	P46471	PRS7_MOUSE	Psmc2	433	Mus musculus	26S proteasome regulatory subunit 7	1:Experimental evidence at protein level	2.54	0.9584	0.9974	1	1	1	2	2	2	     0	     0	     0			
sp|Q6NZJ6|IF4G1_MOUSE	Q6NZJ6	IF4G1_MOUSE	Eif4g1	1600	Mus musculus	Eukaryotic translation initiation factor 4 gamma 1	1:Experimental evidence at protein level	1.06	0.9567	0.9973	1	1	1	1	1	1	     0	     0	     0			
sp|Q9D3B1|HACD2_MOUSE	Q9D3B1	HACD2_MOUSE	Hacd2	254	Mus musculus	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2	1:Experimental evidence at protein level	3.94	0.9552	0.9972	1	1	1	2	2	2	     0	     0	     0			
sp|P08553|NFM_MOUSE	P08553	NFM_MOUSE	Nefm	848	Mus musculus	Neurofilament medium polypeptide	1:Experimental evidence at protein level	1.18	0.9546	0.9972	1	1	1	3	3	3	     0	     0	     0			
sp|P01831|THY1_MOUSE	P01831	THY1_MOUSE	Thy1	162	Mus musculus	Thy-1 membrane glycoprotein	1:Experimental evidence at protein level	6.17	0.9544	0.9972	1	1	1	3	3	3	     0	     0	     0			
sp|Q61398|PCOC1_MOUSE	Q61398	PCOC1_MOUSE	Pcolce	468	Mus musculus	Procollagen C-endopeptidase enhancer 1	1:Experimental evidence at protein level	2.56	0.9538	0.9971	1	1	1	2	2	2	     0	     0	     0			
sp|O08997|ATOX1_MOUSE	O08997	ATOX1_MOUSE	Atox1	68	Mus musculus	Copper transport protein ATOX1	1:Experimental evidence at protein level	11.76	0.9536	0.9971	1	1	1	3	3	3	     0	     0	     0			
sp|P24668|MPRD_MOUSE	P24668	MPRD_MOUSE	M6pr	278	Mus musculus	Cation-dependent mannose-6-phosphate receptor	1:Experimental evidence at protein level	2.88	0.9536	0.9971	1	1	1	2	2	2	     0	     0	     0			
sp|Q9QZZ6|DERM_MOUSE	Q9QZZ6	DERM_MOUSE	Dpt	201	Mus musculus	Dermatopontin	1:Experimental evidence at protein level	5.47	0.9524	0.9970	1	1	1	1	1	1	     0	     0	     0			
sp|Q99JY9|ARP3_MOUSE	Q99JY9	ARP3_MOUSE	Actr3	418	Mus musculus	Actin-related protein 3	1:Experimental evidence at protein level	2.15	0.9513	0.9970	1	1	1	2	2	2	     0	     0	     0			
sp|P47754|CAZA2_MOUSE	P47754	CAZA2_MOUSE	Capza2	286	Mus musculus	F-actin-capping protein subunit alpha-2	1:Experimental evidence at protein level	2.80	0.9509	0.9969	1	1	1	3	3	3	     0	     0	     0			
sp|P70124|SPB5_MOUSE	P70124	SPB5_MOUSE	Serpinb5	375	Mus musculus	Serpin B5	1:Experimental evidence at protein level	2.40	0.9503	0.9969	1	1	1	2	2	2	     0	     0	     0			
sp|P29758|OAT_MOUSE	P29758	OAT_MOUSE	Oat	439	Mus musculus	Ornithine aminotransferase, mitochondrial	1:Experimental evidence at protein level	3.42	0.9502	0.9969	1	1	1	5	5	5	     0	     0	     0			
sp|Q9CWK8|SNX2_MOUSE	Q9CWK8	SNX2_MOUSE	Snx2	519	Mus musculus	Sorting nexin-2	1:Experimental evidence at protein level	1.93	0.9502	0.9969	1	1	1	2	2	2	     0	     0	     0			
sp|P80318|TCPG_MOUSE	P80318	TCPG_MOUSE	Cct3	545	Mus musculus	T-complex protein 1 subunit gamma	1:Experimental evidence at protein level	1.28	0.9501	0.9969	1	1	1	3	3	3	     0	     0	     0	2M(15.9949)		
sp|O54734|OST48_MOUSE	O54734	OST48_MOUSE	Ddost	441	Mus musculus	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	1:Experimental evidence at protein level	2.04	0.9498	0.9969	1	1	1	4	4	4	     0	     0	     0			
sp|Q9DBE0|CSAD_MOUSE	Q9DBE0	CSAD_MOUSE	Csad	493	Mus musculus	Cysteine sulfinic acid decarboxylase	1:Experimental evidence at protein level	1.83	0.9498	0.9969	1	1	1	3	3	3	     0	     0	     0			
sp|P62855|RS26_MOUSE	P62855	RS26_MOUSE	Rps26	115	Mus musculus	Small ribosomal subunit protein eS26	1:Experimental evidence at protein level	7.83	0.9495	0.9969	1	1	1	3	3	3	     0	     0	     0			
sp|Q8CIB5|FERM2_MOUSE	Q8CIB5	FERM2_MOUSE	Fermt2	680	Mus musculus	Fermitin family homolog 2	1:Experimental evidence at protein level	1.47	0.9494	0.9968	1	1	1	1	1	1	     0	     0	     0			
sp|O35344|IMA4_MOUSE	O35344	IMA4_MOUSE	Kpna3	521	Mus musculus	Importin subunit alpha-4	1:Experimental evidence at protein level	1.92	0.9480	0.9968	1	1	1	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q8CHH9|SEPT8_MOUSE	Q8CHH9	SEPT8_MOUSE	Septin8	429	Mus musculus	Septin-8	1:Experimental evidence at protein level	2.10	0.9475	0.9967	1	1	1	2	2	2	     0	     0	     0			
sp|Q9CWR0|ARHGP_MOUSE	Q9CWR0	ARHGP_MOUSE	Arhgef25	618	Mus musculus	Rho guanine nucleotide exchange factor 25	1:Experimental evidence at protein level	3.24	0.9473	0.9967	1	1	1	2	2	2	     0	     0	     0			
sp|Q9JJU8|SH3L1_MOUSE	Q9JJU8	SH3L1_MOUSE	Sh3bgrl	114	Mus musculus	Adapter Sh3bgrl	1:Experimental evidence at protein level	7.89	0.9472	0.9967	1	1	1	1	1	1	     0	     0	     0			
sp|P61957|SUMO2_MOUSE	P61957	SUMO2_MOUSE	Sumo2	95	Mus musculus	Small ubiquitin-related modifier 2	1:Experimental evidence at protein level	12.63	0.9460	0.9966	1	0	1	2	0	2	     0	     0	     0			sp|Q9Z172|SUMO3_MOUSE
sp|Q91XC8|DAP1_MOUSE	Q91XC8	DAP1_MOUSE	Dap	102	Mus musculus	Death-associated protein 1	1:Experimental evidence at protein level	7.84	0.9455	0.9966	1	1	1	3	3	3	     0	     0	     0			
sp|P84084|ARF5_MOUSE	P84084	ARF5_MOUSE	Arf5	180	Mus musculus	ADP-ribosylation factor 5	1:Experimental evidence at protein level	5.56	0.9454	0.9966	1	1	1	1	1	1	     0	     0	     0			
sp|Q9CQE8|RTRAF_MOUSE	Q9CQE8	RTRAF_MOUSE	RTRAF	244	Mus musculus	RNA transcription, translation and transport factor protein	1:Experimental evidence at protein level	3.69	0.9453	0.9966	1	1	1	3	3	3	     0	     0	     0			
sp|Q9DCN2|NB5R3_MOUSE	Q9DCN2	NB5R3_MOUSE	Cyb5r3	301	Mus musculus	NADH-cytochrome b5 reductase 3	1:Experimental evidence at protein level	2.66	0.9446	0.9965	1	1	1	1	1	1	     0	     0	     0			
sp|Q5SQX6|CYFP2_MOUSE	Q5SQX6	CYFP2_MOUSE	Cyfip2	1253	Mus musculus	Cytoplasmic FMR1-interacting protein 2	1:Experimental evidence at protein level	0.80	0.9445	0.9965	1	0	1	1	0	1	     0	     0	     0	2M(15.9949)		sp|Q7TMB8|CYFP1_MOUSE
sp|P30681|HMGB2_MOUSE	P30681	HMGB2_MOUSE	Hmgb2	210	Mus musculus	High mobility group protein B2	1:Experimental evidence at protein level	7.14	0.9418	0.9964	1	1	1	1	1	1	     0	     0	     0			
sp|Q9JJI8|RL38_MOUSE	Q9JJI8	RL38_MOUSE	Rpl38	70	Mus musculus	Large ribosomal subunit protein eL38	1:Experimental evidence at protein level	18.57	0.9415	0.9963	1	1	1	4	4	4	     0	     0	     0			
sp|Q3TIX9|UBP39_MOUSE	Q3TIX9	UBP39_MOUSE	Usp39	564	Mus musculus	Ubiquitin carboxyl-terminal hydrolase 39	1:Experimental evidence at protein level	1.95	0.9407	0.9963	1	1	1	2	2	2	     0	     0	     0			
sp|Q8R127|SCPDL_MOUSE	Q8R127	SCPDL_MOUSE	Sccpdh	429	Mus musculus	Saccharopine dehydrogenase-like oxidoreductase	1:Experimental evidence at protein level	1.86	0.9400	0.9962	1	1	1	2	2	2	     0	     0	     0			
sp|Q91Z49|UIF_MOUSE	Q91Z49	UIF_MOUSE	Fyttd1	317	Mus musculus	UAP56-interacting factor	1:Experimental evidence at protein level	2.84	0.9388	0.9962	1	1	1	2	2	2	     0	     0	     0			
sp|P39447|ZO1_MOUSE	P39447	ZO1_MOUSE	Tjp1	1745	Mus musculus	Tight junction protein ZO-1	1:Experimental evidence at protein level	0.52	0.9387	0.9961	1	1	1	3	3	3	     0	     0	     0			
sp|P11983|TCPA_MOUSE	P11983	TCPA_MOUSE	Tcp1	556	Mus musculus	T-complex protein 1 subunit alpha	1:Experimental evidence at protein level	1.80	0.9380	0.9961	1	1	1	1	1	1	     0	     0	     0			
sp|Q8BH43|WASF2_MOUSE	Q8BH43	WASF2_MOUSE	Wasf2	497	Mus musculus	Actin-binding protein WASF2	1:Experimental evidence at protein level	1.61	0.9377	0.9961	1	1	1	3	3	3	     0	     0	     0			
sp|O09167|RL21_MOUSE	O09167	RL21_MOUSE	Rpl21	160	Mus musculus	Large ribosomal subunit protein eL21	1:Experimental evidence at protein level	9.38	0.9374	0.9961	1	1	1	1	1	1	     0	     0	     0			
sp|Q60631|GRB2_MOUSE	Q60631	GRB2_MOUSE	Grb2	217	Mus musculus	Growth factor receptor-bound protein 2	1:Experimental evidence at protein level	3.69	0.9374	0.9961	1	1	1	2	2	2	     0	     0	     0			
sp|Q60634|FLOT2_MOUSE	Q60634	FLOT2_MOUSE	Flot2	428	Mus musculus	Flotillin-2	1:Experimental evidence at protein level	1.87	0.9365	0.9960	1	1	1	1	1	1	     0	     0	     0			
sp|P98078|DAB2_MOUSE	P98078	DAB2_MOUSE	Dab2	766	Mus musculus	Disabled homolog 2	1:Experimental evidence at protein level	1.04	0.9354	0.9959	1	1	1	3	3	3	     0	     0	     0			
sp|Q71FD7|FBLI1_MOUSE	Q71FD7	FBLI1_MOUSE	Fblim1	375	Mus musculus	Filamin-binding LIM protein 1	1:Experimental evidence at protein level	2.13	0.9322	0.9957	1	1	1	3	3	3	     0	     0	     0			
sp|Q9Z1Q9|SYVC_MOUSE	Q9Z1Q9	SYVC_MOUSE	Vars1	1263	Mus musculus	Valine--tRNA ligase	1:Experimental evidence at protein level	1.35	0.9317	0.9957	1	1	1	1	1	1	     0	     0	     0			
sp|Q6PDH0|PHLB1_MOUSE	Q6PDH0	PHLB1_MOUSE	Phldb1	1371	Mus musculus	Pleckstrin homology-like domain family B member 1	1:Experimental evidence at protein level	0.66	0.9307	0.9956	1	1	1	1	1	1	     0	     0	     0			
sp|Q8BFY9|TNPO1_MOUSE	Q8BFY9	TNPO1_MOUSE	Tnpo1	898	Mus musculus	Transportin-1	1:Experimental evidence at protein level	0.89	0.9294	0.9955	1	0	1	3	0	3	     0	     0	     0			sp|Q99LG2|TNPO2_MOUSE
sp|Q3UFY7|5NT3B_MOUSE	Q3UFY7	5NT3B_MOUSE	Nt5c3b	300	Mus musculus	7-methylguanosine phosphate-specific 5'-nucleotidase	1:Experimental evidence at protein level	3.00	0.9283	0.9954	1	1	1	1	1	1	     0	     0	     0			
sp|Q9QZ08|NAGK_MOUSE	Q9QZ08	NAGK_MOUSE	Nagk	343	Mus musculus	N-acetyl-D-glucosamine kinase	1:Experimental evidence at protein level	2.92	0.9254	0.9952	1	1	1	2	2	2	     0	     0	     0			
sp|O35326|SRSF5_MOUSE	O35326	SRSF5_MOUSE	Srsf5	269	Mus musculus	Serine/arginine-rich splicing factor 5	1:Experimental evidence at protein level	3.35	0.9225	0.9950	1	0	1	2	0	2	     0	     0	     0			sp|Q3TWW8|SRSF6_MOUSE, sp|Q8VE97|SRSF4_MOUSE
sp|Q3UGC7|EI3JA_MOUSE	Q3UGC7	EI3JA_MOUSE	Eif3j1	261	Mus musculus	Eukaryotic translation initiation factor 3 subunit J-A	2:Experimental evidence at transcript level	3.07	0.9222	0.9950	1	0	1	1	0	1	     0	     0	     0			sp|Q66JS6|EI3JB_MOUSE
sp|Q9EQG9|CERT_MOUSE	Q9EQG9	CERT_MOUSE	Cert1	624	Mus musculus	Ceramide transfer protein	1:Experimental evidence at protein level	1.28	0.9217	0.9950	1	1	1	3	3	3	     0	     0	     0			
sp|Q60865|CAPR1_MOUSE	Q60865	CAPR1_MOUSE	Caprin1	707	Mus musculus	Caprin-1	1:Experimental evidence at protein level	1.13	0.9212	0.9950	1	1	1	3	3	3	     0	     0	     0			
sp|P47877|IBP2_MOUSE	P47877	IBP2_MOUSE	Igfbp2	305	Mus musculus	Insulin-like growth factor-binding protein 2	2:Experimental evidence at transcript level	2.62	0.9195	0.9948	1	1	1	1	1	1	     0	     0	     0			
sp|Q3UM45|PP1R7_MOUSE	Q3UM45	PP1R7_MOUSE	Ppp1r7	361	Mus musculus	Protein phosphatase 1 regulatory subunit 7	1:Experimental evidence at protein level	2.49	0.9191	0.9948	1	1	1	2	2	2	     0	     0	     0			
sp|Q8BJF9|CHM2B_MOUSE	Q8BJF9	CHM2B_MOUSE	Chmp2b	213	Mus musculus	Charged multivesicular body protein 2b	1:Experimental evidence at protein level	4.23	0.9160	0.9946	1	1	1	1	1	1	     0	     0	     0			
sp|Q8C181|MBNL2_MOUSE	Q8C181	MBNL2_MOUSE	Mbnl2	373	Mus musculus	Muscleblind-like protein 2	2:Experimental evidence at transcript level	2.14	0.9160	0.9946	1	0	1	1	0	1	     0	     0	     0			sp|Q9JKP5|MBNL1_MOUSE
